Id,Label,timeset,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,tweets,mentions,pro,group
@maakmcneely2010,,,474,1,1,1,0,,,,
@MaartenVonk1,,,54,8,0.283582,0.323014,0,,,,
@rwnwtt,,,54,0,0,0,0,,,,
@MaasiesMess,,,2010,2,0.666667,0.75,0,,,,
@mabbymabmab,,,4657,8,0.282383,0.319626,0,,,,
@mabohari,,,4323,8,0.296791,0.340331,0,,,,
@mabraxton68,,,4658,8,0.282848,0.321183,0,,,,
@ltucker8044,,,4658,0,0,0,0,,,,
@Mac_Rex,,,4659,9,0.246328,0.270269,0,,,,
@Mac0312,,,1426,8,0.285254,0.32812,0,,,,
@TXRedPilled,,,61,8,0.283129,0.321592,2,,,,
@mac123662,,,3370,9,0.220596,0.238429,0,,,,
@mac6204,,,9,8,0.290861,0.326444,0,1,0,3,unclear/neutral
@macaron20160581,,,54,8,0.28315,0.321825,0,,,,
@MacBetty,,,96,8,0.284238,0.325812,0,2,0,1.5,anti
@BorderWallUSA,,,96,0,0,0,0,0,1,,
@MaryLousTweets,,,96,0,0,0,0,1,1,1,anti
@weaselzippers,,,96,0,0,0,0,,,,
@Maccar555,,,4660,8,0.282383,0.319626,0,,,,
@MacDonaldTweets,,,4661,8,0.282383,0.319626,0,,,,
@macguiregirls,,,4662,8,0.282383,0.319626,0,,,,
@Macgyver2921,,,54,8,0.283312,0.322733,0,1,0,5,pro
@AMErikaNGIRLBOT,,,54,0,0,0,0,0,1,,
@machanick,,,474,1,1,1,0,,,,
@MachewsMAGA,,,49,8,0.286654,0.330215,0,,,,
@machivellie,,,4663,8,0.282383,0.319626,0,,,,
@MackenBeauty,,,4664,8,0.282383,0.319626,0,,,,
@mackenziebeans,,,4665,8,0.282383,0.319626,0,,,,
@MacklinTony,,,4666,8,0.282383,0.319626,0,1,0,1,anti
@MackOfAllShade,,,616,8,0.283495,0.323114,438,,,,
@maclovia325,,,4667,8,0.282383,0.319626,0,,,,
@MaCofBFEnt,,,4668,1,1,1,0,,,,
@macoog95,,,54,8,0.285622,0.32812,0,,,,
@macrovist,,,1560,9,0.224041,0.246142,0,,,,
@mactavish,,,1426,8,0.285345,0.329239,0,,,,
@macvolley1,,,96,9,0.250861,0.280482,0,,,,
@ABCNetworkJoeNBC,,,96,0,0,0,0,,,,
@MacyLH,,,133,8,0.283959,0.324656,0,,,,
@CaliClover,,,133,0,0,0,0,,,,
@Mad_A_Wayne,,,663,1,1,1,1.333333,0,1,,
@MadalinskiRick,,,4039,8,0.287179,0.333386,0,,,,
@MadameDefargeCA,,,4669,8,0.282566,0.320773,0,,,,
@MAdams79,,,9,8,0.295193,0.335682,0,,,,
@madasednam,,,73,8,0.284416,0.327299,3.666667,,,,
@MadCyclistNYC,,,4323,8,0.293932,0.336057,0,2,0,0.5,anti
@HuntersSuitcase,,,4323,0,0,0,0,0,1,,
@MaddenCathy,,,54,8,0.283301,0.323067,0,,,,
@Maddie_Langston,,,49,9,0.258103,0.281622,0,1,0,3,unclear/neutral
@sammyfan00,,,49,0,0,0,0,0,1,,
@MadDogMendelson,,,96,9,0.239846,0.262125,0,,,,
@MaddoxTerrance,,,73,8,0.283766,0.324616,0,,,,
@canditownusa,,,73,0,0,0,0,,,,
@MaddysMom4209,,,4670,8,0.282848,0.321183,0,,,,
@THEsaragilbertKimWelzenbach,,,4670,0,0,0,0,,,,
@madeingermany,,,133,9,0.233655,0.25837,0,,,,
@Madeitacross,,,5962,8,0.282848,0.321183,0,,,,
@madfashionista,,,2763,1,1,1,0,,,,
@madhaus,,,4323,8,0.29388,0.33518,0,,,,
@samknowsnow,,,4323,0,0,0,0,,,,
@Madhu32542447,,,1560,9,0.220707,0.238811,0,1,0,3,unclear/neutral
@PattyArquette,,,1560,8,0.282566,0.320773,774.622619,0,1,,
@madhuchak,,,4671,8,0.283031,0.322328,0,,,,
@TimesNow,,,4671,0,0,0,0,,,,
@madie72451,,,4672,8,0.282383,0.319626,0,,,,
@madinnnz,,,4673,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@Madison_Jourdan,,,4674,8,0.282383,0.319626,0,1,0,1,anti
@madler9000,,,474,8,0.282933,0.322302,0,1,0,0,anti
@madmamma4,,,1426,8,0.30148,0.356205,36.575,1,2,3,unclear/neutral
@bigblocknotch,,,1426,0,0,0,0,,,,
@MarcosG65,,,1426,0,0,0,0,1,0,0,anti
@Pearl_USA,,,1426,8,0.287918,0.332828,0,1,0,3,unclear/neutral
@SKazekiri,,,1426,0,0,0,0,0,1,,
@tngarrett,,,1426,0,0,0,0,,,,
@MadMom22,,,345,1,1,1,0,,,,
@MadMomma3737,,,345,9,0.243314,0.273541,0,1,0,3,unclear/neutral
@adi_georgescu,,,345,0,0,0,0,0,1,,
@chefjay55,,,345,0,0,0,0,0,1,,
@lisaw4life,,,345,0,0,0,0,0,1,,
@madmrlib,,,4675,9,0.239429,0.260432,0,,,,
@MADNAKIT,,,1560,9,0.223246,0.243449,0,,,,
@MadP07,,,61,8,0.283117,0.321729,0,1,0,1,anti
@MadreneBoyle,,,2010,10,0.19837,0.211957,0,,,,
@mae6489,,,4676,8,0.282383,0.319626,0,,,,
@maeinc,,,4677,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@maelopr,,,4678,8,0.282383,0.319626,0,1,0,5,pro
@mafia_hollywood,,,2774,8,0.294673,0.33396,0,,,,
@weiss_mj,,,2774,8,0.294197,0.332432,0,0,2,,
@MAGA_Len,,,2687,8,0.282383,0.319626,0,0,1,,
@MRJAYBEE83,,,1426,8,0.286174,0.327694,0,2,1,1.5,anti
@Magabrat68,,,4679,8,0.282383,0.319626,0,1,0,5,pro
@MAGADianeV,,,1426,9,0.245136,0.267623,0,,,,
@MAGAForgotten1s,,,4680,8,0.282566,0.320773,0,,,,
@MAGAJesusJTrump,,,345,8,0.294643,0.336428,0,,,,
@hbgale_522,,,9,0,0,0,0,,,,
@JDsMindcrime,,,9,0,0,0,0,,,,
@MAGAmovementCA,,,474,1,1,1,0,2,0,0.5,anti
@MAGAtr0ns,,,133,8,0.30661,0.345634,0,,,,
@Coquette1296,,,9,0,0,0,0,0,1,,
@SharrDonald,,,9,8,0.288525,0.333577,0,2,2,5,pro
@uhavbadsportsiq,,,9,9,0.247312,0.275753,1,1,1,3,unclear/neutral
@purplemeatballs,,,1899,0,0,0,0,,,,
@Rachie_Rach__,,,96,0,0,0,0,,,,
@magaxxoo,,,474,1,1,1,0,,,,
@maggicarter,,,474,8,0.288816,0.336804,0,1,0,3,unclear/neutral
@peggyluvsfred2,,,474,0,0,0,0,0,1,,
@maggie805ca,,,2010,8,0.285622,0.329625,0,,,,
@abcMikeDrucker,,,2010,0,0,0,0,,,,
@MaggieDeg4,,,54,8,0.286432,0.328634,2,,,,
@NickBozzelli,,,54,0,0,0,0,,,,
@MaggieDoodle16,,,345,8,0.294005,0.333904,0,,,,
@MaggieGDBriggs,,,4073,8,0.282848,0.321183,0,,,,
@maggiehollis,,,345,1,1,1,0,1,0,5,pro
@davidfaber,,,2847,0,0,0,0,,,,
@MaggieKingAuthr,,,4681,9,0.239429,0.260432,0,1,0,3,unclear/neutral
@Maggiemay19th,,,4682,1,1,1,0,1,0,0,anti
@BettyBuckley,,,4682,0,0,0,0,0,1,,
@maggiepriceless,,,4683,8,0.294197,0.332432,0,1,0,1,anti
@MaggieSimi,,,1899,8,0.283871,0.323539,0,,,,
@maggiestordal,,,4684,8,0.282383,0.319626,0,,,,
@magi_estella,,,4685,8,0.282383,0.319626,0,1,0,1,anti
@magi_jay,,,49,9,0.22427,0.248425,0,,,,
@studentactivism,,,49,0,0,0,0,,,,
@MagicalReads,,,4686,9,0.247178,0.273601,0,,,,
@PreviouslySerie,,,4686,0,0,0,0,,,,
@rO_BeLeN,,,4686,0,0,0,0,,,,
@magicmanhoops1,,,4687,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@magicnorman,,,54,8,0.286344,0.328624,0,1,0,3,unclear/neutral
@MagikalMommy,,,1978,8,0.299803,0.342523,0,,,,
@MAGMAUS,,,54,8,0.283301,0.323067,0,1,0,3,unclear/neutral
@MagnetDude,,,4688,8,0.282383,0.319626,0,,,,
@MagnoliaG2012,,,4689,1,1,1,0,,,,
@YahooFinance,,,4689,0,0,0,0,,,,
@magnoliamartha,,,133,1,1,1,0,1,0,0,anti
@Magnus1224,,,4690,8,0.282383,0.319626,0,,,,
@magsmom7,,,663,8,0.298649,0.345076,0,,,,
@SusanZedits,,,663,0,0,0,0,,,,
@Magsta0305,,,4648,1,1,1,0,1,0,3,unclear/neutral
@MagsWhelan1,,,3370,8,0.284994,0.324868,0,,,,
@Mah280,,,61,9,0.248009,0.274397,0,,,,
@maher_gomez,,,4323,8,0.291805,0.333121,0,1,0,3,unclear/neutral
@larklittlefoot,,,4323,0,0,0,0,,,,
@Mahoginy,,,54,8,0.284421,0.325433,0,,,,
@maina2013,,,1426,9,0.224834,0.251084,0,,,,
@armanwalker,,,1426,0,0,0,0,,,,
@blakehounshell,,,1426,0,0,0,0,,,,
@mainmanjr,,,4691,8,0.282383,0.319626,0,,,,
@mainr4trump2020,,,474,8,0.284231,0.325968,0,,,,
@Thaysvols,,,474,0,0,0,0,,,,
@mainwmn,,,133,9,0.23219,0.253369,0,1,0,3,unclear/neutral
@mikesubzero,,,133,0,0,0,0,0,1,,
@MajahSwish,,,174,8,0.283775,0.324276,0,,,,
@StevenRoberts16,,,174,8,0.283312,0.322733,0,0,1,,
@Majestik12,,,96,10,0.206635,0.225621,0,,,,
@majordouche,,,3608,2,0.6,0.666667,0,,,,
@MajorWallop1,,,96,9,0.266895,0.297006,0,,,,
@makacante,,,2687,8,0.283117,0.321729,0,,,,
@MakeAmericaWait,,,1978,8,0.283775,0.323517,0,,,,
@Khchuba,,,1978,0,0,0,0,,,,
@makegoodsoup,,,2774,8,0.283679,0.323304,0,,,,
@MakeUSA_Great,,,4692,8,0.282383,0.319626,0,,,,
@MakoResists,,,4693,8,0.282383,0.319626,0,,,,
@malachi2K,,,345,8,0.282848,0.321183,0,,,,
@maladamus,,,73,9,0.256005,0.28844,0,1,0,0,anti
@MalaySl,,,474,1,1,1,0,,,,
@justagirlatl,,,2774,0,0,0,0,0,1,,
@shocka_boom,,,2774,8,0.284691,0.32473,0,1,0,3,unclear/neutral
@MalibuCookie,,,4694,8,0.282383,0.319626,0,,,,
@malibulovesdale,,,1560,8,0.283951,0.324807,0,,,,
@Mattakis234,,,1560,0,0,0,0,,,,
@maliceinchains,,,4695,8,0.282383,0.319626,0,,,,
@malikraashad,,,4696,8,0.282383,0.319626,0,,,,
@malingenie,,,474,9,0.260822,0.292097,0,1,0,3,unclear/neutral
@malissablake,,,345,2,0.6,0.666667,0,,,,
@malix,,,2774,1,1,1,0,1,0,1,anti
@MalvernChris,,,4697,8,0.282383,0.319626,0,1,0,0,anti
@Mama_Cougar,,,4698,8,0.282383,0.319626,0,,,,
@Mama3Cubs,,,616,8,0.283679,0.324255,0,1,0,0,anti
@1Nastygal,,,616,0,0,0,0,0,1,,
@joshgreenman,,,616,0,0,0,0,0,1,,
@MamaBear1282,,,616,8,0.286086,0.329978,0,,,,
@MamaBearAndes,,,4699,8,0.282383,0.319626,0,,,,
@Quigley__,,,474,0,0,0,0,,,,
@mamacita54,,,1560,9,0.223644,0.24518,0,,,,
@HRLori,,,1560,0,0,0,0,,,,
@mamadaballs,,,96,8,0.300258,0.347762,0,,,,
@mamaflyer571,,,4700,8,0.282383,0.319626,0,,,,
@Mamaj1830,,,4701,8,0.282383,0.319626,0,1,0,1,anti
@Mamaknits3,,,1560,8,0.284149,0.324695,2,1,2,3,unclear/neutral
@CiCiAdams_,,,1560,0,0,0,0,,,,
@rkfatheree,,,1560,8,0.2847,0.32564,3.5,2,1,1,anti
@therealroseanneCiCiAdams_,,,1560,0,0,0,0,,,,
@Mamaleh_Trump,,,133,8,0.293529,0.344297,0,1,0,0,anti
@DavidMuir,,,133,0,0,0,0,,,,
@MamaMelaCreta,,,73,8,0.282848,0.321183,0,,,,
@MamaMortem888,,,4702,1,1,1,0,,,,
@MamaReg2,,,663,8,0.287582,0.330357,0,,,,
@DemWrite,,,73,0,0,0,0,,,,
@Taggart,,,73,0,0,0,0,,,,
@mamasaurusof2,,,616,8,0.282848,0.321183,0,,,,
@mamascott70,,,4703,8,0.282383,0.319626,0,,,,
@MamasGame,,,663,10,0.193534,0.205601,0,,,,
@MAMASLAVV,,,474,8,0.297023,0.356163,0,,,,
@mcforgod,,,474,10,0.199455,0.216372,0,,,,
@sweetpeach77,,,474,8,0.288875,0.336704,6,1,1,0,anti
@TheFive,,,73,0,0,0,0,0,2,,
@mamawendi,,,663,8,0.295623,0.336994,178.983333,1,0,3,unclear/neutral
@honorbound1974,,,663,0,0,0,0,0,1,,
@Mammon_is_God,,,5314,8,0.297943,0.338397,0,1,0,1,anti
@mampebbles,,,4704,1,1,1,0,,,,
@RachaelEHarris,,,4704,0,0,0,0,,,,
@man_n_shock,,,474,8,0.292258,0.330051,0,,,,
@ManBearPanda17,,,4705,8,0.282383,0.319626,0,,,,
@mancaveland,,,4706,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@ManchildOf300,,,4707,8,0.282383,0.319626,0,1,0,1,anti
@mandaplz91,,,4708,8,0.282383,0.319626,0,,,,
@MandatoryTweetr,,,5314,8,0.297943,0.338397,0,,,,
@Mandi_M_Carr,,,133,8,0.283592,0.322378,0,1,0,1,anti
@MandyCritchlow,,,4709,8,0.282383,0.319626,0,,,,
@mandyinSeaLA,,,4710,1,1,1,0,,,,
@aboutsonya,,,4710,0,0,0,0,,,,
@SWillyerd,,,4710,0,0,0,0,,,,
@ManekiSteve,,,4711,8,0.282848,0.321183,0,,,,
@NickMerrill,,,4711,8,0.282383,0.319626,0,,,,
@ManevalAmy,,,4712,1,1,1,0,,,,
@Downy,,,4712,0,0,0,0,,,,
@mangan_marilyn,,,96,1,1,1,0,,,,
@MangieriMichael,,,4323,8,0.296321,0.338842,0,1,0,0,anti
@mangum_suzy,,,2774,8,0.283031,0.322328,0,0,1,,
@Sissy44369900,,,2774,8,0.283031,0.322328,0,1,0,1,anti
@Manhattan1947,,,4713,9,0.239429,0.260432,0,,,,
@ManhattanBank,,,1426,8,0.284884,0.327718,0,,,,
@NDCTrump,,,1426,0,0,0,0,,,,
@ManhattanBrogue,,,133,8,0.30661,0.345634,0,,,,
@MaNiAcAlATX,,,1426,8,0.283775,0.324276,0,,,,
@DavidRupell,,,1426,0,0,0,0,,,,
@LaofVa,,,1426,0,0,0,0,,,,
@ManillegirlUSA,,,474,9,0.229801,0.253981,0,,,,
@MANlCEPISODE,,,4714,8,0.282848,0.321183,0,,,,
@ManMet80,,,4715,1,1,1,0,,,,
@ArkansasFred,,,4715,0,0,0,0,,,,
@marybeth_lawson,,,4715,0,0,0,0,,,,
@MannoiaChris,,,4716,0,0,0,0,,,,
@MannwellGlenn,,,4717,8,0.282383,0.319626,0,5,0,1.8,anti
@mannyg57,,,4718,8,0.282383,0.319626,0,,,,
@MannyMexi,,,1978,8,0.283312,0.321972,0,,,,
@manojrao,,,4719,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@manolo_ordonez2,,,4720,0,0,0,0,,,,
@manovark,,,345,9,0.253783,0.277281,0,1,0,3,unclear/neutral
@mansa_ibrahim,,,96,8,0.283129,0.321592,0,1,0,0,anti
@MansoDan,,,616,11,0.166984,0.177895,0,1,0,0,anti
@juliacomedy,,,616,0,0,0,0,0,1,,
@morninggloria,,,616,10,0.199542,0.214191,1749,0,2,,
@ManuelMrebelo1,,,4721,8,0.282383,0.319626,0,,,,
@ManuelReis,,,4722,1,1,1,0,,,,
@mjbop,,,4722,0,0,0,0,,,,
@ManVsParty,,,4723,1,1,1,0,1,0,3,unclear/neutral
@andy_oconnor,,,4723,0,0,0,0,0,1,,
@MANX38,,,4724,1,1,1,0,,,,
@justmartindale,,,4724,0,0,0,0,,,,
@maposto419,,,4323,8,0.293801,0.335185,0,,,,
@mar48916276,,,663,8,0.299397,0.346623,0,,,,
@peachy_witchy,,,663,8,0.283505,0.322024,4,,,,
@marafk0313,,,1560,9,0.247458,0.275123,0,,,,
@DeadpoolResists,,,1899,0,0,0,0,,,,
@Maraki8888,,,4725,1,1,1,0,,,,
@SManolesco,,,4725,0,0,0,0,,,,
@marala1124,,,4726,8,0.282383,0.319626,0,,,,
@marauderjoe,,,3608,9,0.223644,0.24518,159.333333,,,,
@mspoint1106,,,3608,0,0,0,0,,,,
@MarcAVerdi,,,1426,8,0.283871,0.322781,0,,,,
@marcberman,,,4727,1,1,1,0,1,0,1,anti
@PIUpdate,,,4727,0,0,0,0,,,,
@MarcBuh78,,,2010,9,0.24573,0.275781,0,,,,
@marcel_maracuja,,,4728,8,0.282383,0.319626,0,,,,
@Marcel33rd,,,345,8,0.283215,0.322709,0,,,,
@happycat35,,,345,0,0,0,0,,,,
@marcguer,,,4729,8,0.282383,0.319626,0,,,,
@march_america,,,663,9,0.220877,0.239027,0,1,0,0,anti
@MarcHandsome_,,,4323,8,0.28275,0.321156,0,1,0,3,unclear/neutral
@marchione2727,,,4730,8,0.282383,0.319626,0,,,,
@MarcHughes60,,,133,8,0.30661,0.345634,0,2,0,3,unclear/neutral
@Marci750D,,,616,1,1,1,0,1,0,5,pro
@MarciaBunney,,,786,8,0.28525,0.326858,0,1,0,3,unclear/neutral
@marciclark,,,4731,1,1,1,0,,,,
@CleverTitleTK,,,4731,0,0,0,0,,,,
@marciebp,,,1560,9,0.223246,0.243449,0,,,,
@marcitimm,,,474,8,0.283215,0.322709,0,,,,
@martythomasbway,,,474,0,0,0,0,,,,
@MarciWWalker,,,474,10,0.216278,0.233942,0,,,,
@therealroseanneJoshLevs,,,474,0,0,0,0,,,,
@marcmargolis,,,54,1,1,1,0,1,0,0,anti
@LBC,,,54,0,0,0,0,0,1,,
@MarcoHinton3,,,4732,8,0.282383,0.319626,0,,,,
@marcoquiroz2014,,,9,9,0.226424,0.255952,0,,,,
@Patriotic_Va,,,9,0,0,0,0,,,,
@Real_Pea,,,9,0,0,0,0,,,,
@RubyRockstar333,,,9,0,0,0,0,,,,
@Marcos_El_Malo,,,4733,1,1,1,0,,,,
@JackieBlue4u,,,4733,0,0,0,0,1,0,0,anti
@MarcStraight,,,4734,8,0.282848,0.321183,0,,,,
@AsbelCaelum,,,4734,0,0,0,0,,,,
@Marcus__14,,,73,8,0.285885,0.324455,0,,,,
@marcus_lukus,,,1727,8,0.283031,0.322328,0,,,,
@marcushasfun,,,4735,8,0.282383,0.319626,0,,,,
@marcusjaide,,,4736,8,0.282383,0.319626,0,,,,
@marcyh71,,,474,9,0.247446,0.272868,0,1,0,5,pro
@marcyr20,,,4737,8,0.282848,0.321183,0,,,,
@mrsplants,,,4737,0,0,0,0,,,,
@Mare2909,,,4738,8,0.282848,0.321183,0,1,0,0,anti
@savannah03011,,,4738,0,0,0,0,,,,
@mare49,,,4739,1,1,1,0,,,,
@mare949,,,73,9,0.240605,0.265248,0,,,,
@MarebarPatriot,,,4740,9,0.246328,0.270269,0,,,,
@Maree8184,,,4741,8,0.282383,0.319626,0,,,,
@maremancini,,,5107,8,0.283775,0.324276,0,,,,
@wolsson,,,5107,0,0,0,0,,,,
@MargaretLEdgar,,,4742,8,0.282383,0.319626,0,,,,
@Margaretvcoven1,,,4743,8,0.282383,0.319626,0,,,,
@margaritaFaja14,,,663,9,0.223644,0.24518,0,1,0,3,unclear/neutral
@Margford44,,,4744,8,0.282383,0.319626,0,,,,
@Margherman,,,4745,1,1,1,0,,,,
@cstribune,,,4745,0,0,0,0,,,,
@MargieCGardner,,,4746,8,0.282383,0.319626,0,,,,
@margorowder,,,73,9,0.236986,0.260284,0,,,,
@margothenzel,,,5314,8,0.297943,0.338397,0,,,,
@maria22616896,,,4747,8,0.282383,0.319626,0,,,,
@MariaArriola4,,,1426,8,0.284884,0.327718,0,2,0,1.5,anti
@ErikaLipton,,,1426,0,0,0,0,0,1,,
@mariacomet,,,474,8,0.287327,0.33011,0,1,0,1,anti
@MariaCurtis,,,4323,8,0.286088,0.327832,0,,,,
@mariah_lambily_,,,4748,8,0.282383,0.319626,0,1,0,1,anti
@Mariaheye,,,4749,8,0.282383,0.319626,0,,,,
@MariaLokshin,,,4323,8,0.282848,0.321183,0,,,,
@mariamex24,,,4039,8,0.282848,0.321183,0,,,,
@mariamillatello,,,4750,9,0.246328,0.270269,0,,,,
@MarianCantwellF,,,96,10,0.207323,0.225965,0,,,,
@mariapeckham,,,786,8,0.284516,0.326207,0,,,,
@pacneil,,,663,8,0.283775,0.324276,3,,,,
@mariaroque1988,,,4751,8,0.282848,0.321183,0,,,,
@seecyn5858,,,4751,0,0,0,0,2,0,1,anti
@MariaSpanel,,,4752,8,0.282383,0.319626,0,,,,
@MaricPotter,,,1862,1,1,1,0,,,,
@MaRide1990,,,4753,8,0.282848,0.321183,0,,,,
@katmancon,,,4753,0,0,0,0,,,,
@Marie10778357,,,133,8,0.287869,0.331679,0,1,0,5,pro
@MarieFleur3,,,4754,8,0.282383,0.319626,0,,,,
@marielct5aolcom,,,4755,9,0.246328,0.270269,0,,,,
@MarieMaltby,,,4756,8,0.282383,0.319626,0,,,,
@MarieNinaAune,,,4757,1,1,1,0,,,,
@MarieNoel45,,,2774,9,0.223018,0.241261,0,,,,
@MarieResistance,,,4758,8,0.282848,0.321183,0,1,0,3,unclear/neutral
@johnama75763381,,,4758,0,0,0,0,0,1,,
@MarieRo20488816,,,4759,8,0.282383,0.319626,0,,,,
@marietoto,,,96,1,1,1,0,,,,
@ChrChristensen,,,96,0,0,0,0,,,,
@TenneyNaumer,,,96,0,0,0,0,,,,
@MarieTrybulski,,,4760,8,0.282383,0.319626,0,,,,
@MiniBronson09,,,474,8,0.283679,0.324255,0,,,,
@thatbrendanfan,,,474,0,0,0,0,,,,
@marilntony38,,,54,8,0.288399,0.336758,0,1,0,1,anti
@Marilynfunnroe,,,4761,8,0.282383,0.319626,0,,,,
@Marilynn555,,,73,1,1,1,0,,,,
@MarinaBelisle,,,474,9,0.223475,0.244978,0,1,0,0,anti
@marinagypsygirl,,,4762,8,0.282383,0.319626,0,1,0,0,anti
@marinakyritsis,,,2774,8,0.283495,0.323875,0,,,,
@HenikerMorpeth,,,2774,0,0,0,0,,,,
@MarinaWinter4,,,4763,8,0.282383,0.319626,0,,,,
@mariocaraujo,,,96,1,1,1,0,,,,
@MarioLRuizII,,,4764,8,0.282383,0.319626,0,,,,
@mariomateo,,,9,8,0.290861,0.326444,0,,,,
@MarionEstill,,,73,2,0.666667,0.75,0,,,,
@MarioNevarez,,,5629,8,0.282848,0.321183,0,,,,
@marionlawless,,,4765,1,1,1,0,,,,
@MKGenest,,,4765,0,0,0,0,,,,
@Marisa_Torres23,,,4766,1,1,1,0,,,,
@MarisaKabas,,,4767,9,0.246467,0.271416,0,,,,
@MarisaSobeski,,,1899,1,1,1,0,,,,
@marissaapena,,,4768,8,0.294197,0.332432,0,,,,
@MarissaMeleske,,,3608,8,0.282383,0.319626,0,,,,
@Maritxu2458,,,2651,9,0.256169,0.288643,0,,,,
@MarjorieCaw,,,54,8,0.283301,0.323067,0,,,,
@mark_argent,,,4769,1,1,1,0,,,,
@xbiscaynebaex,,,4769,0,0,0,0,,,,
@mark_earnest,,,616,8,0.282848,0.321183,0,,,,
@mark_suiter,,,345,8,0.283974,0.323417,0,,,,
@Mark1972kMark,,,4323,8,0.296321,0.338842,0,1,0,3,unclear/neutral
@Markandmolly13,,,4770,1,1,1,0,,,,
@MarkAnthonySina,,,4771,8,0.282383,0.319626,0,,,,
@MarkArn71967656,,,4772,8,0.282383,0.319626,0,1,0,0,anti
@MarkBighat,,,9,8,0.290861,0.326444,0,1,0,0,anti
@MarkBlumpkin,,,5962,8,0.28534,0.325781,0,1,0,3,unclear/neutral
@MarkBur40136840,,,4773,1,1,1,0,1,0,5,pro
@TTMProject,,,4773,0,0,0,0,0,1,,
@markchappelle,,,345,9,0.246746,0.271989,0,,,,
@MarkChutney,,,4774,8,0.282383,0.319626,0,,,,
@markcubsfan,,,663,8,0.286528,0.328419,0,1,0,0,anti
@markdade3,,,4775,8,0.294197,0.332432,0,,,,
@markdbarnes,,,4323,8,0.295918,0.338066,0,,,,
@Tiggmo17,,,663,8,0.288582,0.331392,25.5,2,0,2,anti
@MarkDesigner,,,1253,8,0.282848,0.321183,0,,,,
@ABCNetwo,,,1253,0,0,0,0,,,,
@jumblejim,,,345,0,0,0,0,,,,
@KBAndersen,,,345,0,0,0,0,,,,
@MaxineWaters,,,345,0,0,0,0,,,,
@proselaw,,,345,0,0,0,0,,,,
@RobertoWinsSher,,,345,0,0,0,0,1,0,0,anti
@wkamaubell,,,5107,9,0.231623,0.256226,281.416667,,,,
@WMBBTV,,,345,0,0,0,0,,,,
@MarkEJohnston,,,4776,8,0.282848,0.321183,0,2,0,4,pro
@JeanKazez,,,4776,0,0,0,0,0,2,,
@marker98,,,4777,8,0.282383,0.319626,0,,,,
@marketbeast98,,,96,8,0.29942,0.344926,0,,,,
@Marketers_Edge,,,786,8,0.28432,0.323777,0,1,0,1,anti
@MarkHan62276049,,,616,9,0.224782,0.246645,0,,,,
@markheiliger,,,4778,8,0.282848,0.321183,0,,,,
@JulianHiggins,,,4778,0,0,0,0,,,,
@MarkHToo,,,4779,1,1,1,0,1,0,3,unclear/neutral
@RaymondWPS,,,4779,0,0,0,0,,,,
@markkelleyclark,,,1560,9,0.223246,0.243449,0,,,,
@Markknight45,,,4780,8,0.282383,0.319626,0,,,,
@MarkMil62989411,,,4781,8,0.282383,0.319626,0,,,,
@markndawnM,,,4782,1,1,1,0,,,,
@6abc,,,4782,0,0,0,0,,,,
@markockc48,,,5314,8,0.297943,0.338397,0,,,,
@Markos_Anderson,,,3112,9,0.220877,0.239027,0,,,,
@MARKPERZELY,,,4783,8,0.282383,0.319626,0,1,0,1,anti
@markrollins50,,,4784,8,0.282383,0.319626,0,,,,
@MarkRonsini,,,345,9,0.253783,0.277281,0,,,,
@MarkRubello,,,96,1,1,1,0,2,0,2,anti
@markscheib,,,4785,8,0.282383,0.319626,0,,,,
@MarksMomBetsy,,,4786,8,0.282383,0.319626,0,,,,
@MarkSteffich,,,3370,1,1,1,0,1,0,0,anti
@MarkSwitzer66,,,5962,8,0.284876,0.324845,0,,,,
@mrdefender1983,,,5962,0,0,0,0,,,,
@marktheyogaguy,,,4787,8,0.282383,0.319626,0,1,0,0,anti
@MarkVadik,,,4788,1,1,1,0,1,0,0,anti
@crainschicago,,,4788,0,0,0,0,0,2,,
@markw_27,,,4789,8,0.282383,0.319626,0,,,,
@MarkWagerr,,,474,8,0.283398,0.3229,0,,,,
@MarkWhiteTiger,,,4790,8,0.282383,0.319626,0,,,,
@MarkWhyler,,,4791,8,0.282383,0.319626,0,1,0,1,anti
@MarkWThompson2,,,474,8,0.285065,0.326934,0,1,0,5,pro
@markzaimanjr,,,2010,10,0.19837,0.211957,0,1,0,3,unclear/neutral
@markzohar,,,4792,0,0,0,0,,,,
@MarlaWeezie,,,54,8,0.283398,0.32187,0,1,0,5,pro
@marley_molinaro,,,4793,1,1,1,0,,,,
@marleyspoon6,,,96,8,0.282848,0.321183,0,1,0,0,anti
@Marlies4711,,,474,2,0.8,0.875,0,1,0,0,anti
@TOSFALLA3,,,474,0,0,0,0,0,1,,
@marlonawalker,,,4794,8,0.282383,0.319626,0,,,,
@MarlonGhirmai,,,61,8,0.283495,0.323875,0,,,,
@Marmel,,,96,9,0.246467,0.271416,0,,,,
@marmrtn909,,,4323,8,0.283854,0.322226,0,,,,
@maroramos,,,4795,1,1,1,0,1,0,1,anti
